hotel_id,name,kind,stars_num,city_id,city_name,region,lat,lon,addr_street,phone,website
2522683-bed-and-breakfast-lagrumeto-000000,Bed and Breakfast L'agrumeto,guest_house,,2522683,Zerfaliu,Sardegna,39.9577041,8.7093675,Via Eleonora d'Arborea,,
2522727-acquarius-000001,Acquarius,hotel,,2522727,Villasimius,Sardegna,39.1436192,9.5189128,Via Umberto Primo,,
2522727-b-b-il-piccolo-giardino-000002,B&B Il Piccolo Giardino,apartment,,2522727,Villasimius,Sardegna,39.1475462,9.5167172,Via Michelangelo,,
2522727-b-b-solemar-000003,B&B Solemar,guest_house,,2522727,Villasimius,Sardegna,39.1414361,9.5210092,Via del Mare,,
2522727-belvir-000004,Belvir,hotel,,2522727,Villasimius,Sardegna,39.1448822,9.5176179,Via Umberto Primo,,
2522727-camea-000005,Ca'Mea,guest_house,,2522727,Villasimius,Sardegna,39.141812,9.5193455,Via Donizetti,,
2522727-hotel-blu-marlin-000006,Hotel Blu Marlin,hotel,,2522727,Villasimius,Sardegna,39.1480564,9.5154536,Via Giotto,,
2522727-hotel-i-graniti-000007,Hotel I Graniti,hotel,3.0,2522727,Villasimius,Sardegna,39.1423269,9.5189545,Via Guglielmo Marconi,,
2522727-hotel-residence-la-chimera-000008,Hotel Residence la Chimera,hotel,,2522727,Villasimius,Sardegna,39.1310173,9.5081627,Via delle Aquile,,
2522727-le-anfore-000009,Le Anfore,hotel,,2522727,Villasimius,Sardegna,39.1453851,9.5039607,Via Pallaresus,,
2522727-raffael-000010,RaffaEl,hotel,,2522727,Villasimius,Sardegna,39.1475322,9.5154981,Via Umberto Primo,,
2522727-residence-la-chimera-000011,Residence la Chimera,guest_house,,2522727,Villasimius,Sardegna,39.1309674,9.5082647,Via delle Aquile,,
2522727-residence-le-bouganville-000012,"Residence ""Le Bouganville""",hotel,,2522727,Villasimius,Sardegna,39.1324436,9.5278025,Via Mar Adriatico,,
2522727-sa-suergia-000013,Sa Suergia,hotel,,2522727,Villasimius,Sardegna,39.1452661,9.5115804,Via Roma,,
2522727-su-giganti-000014,Su Giganti,hotel,,2522727,Villasimius,Sardegna,39.1386618,9.486137,Via Cagliari,,
2522730-la-conca-000015,La Conca,hotel,,2522730,Villa San Giovanni,Calabria,38.2162835,15.6376786,,,
2522761-il-parco-degli-ulivi-000016,Il Parco degli Ulivi,hotel,,2522761,Villafranca Tirrena,Sicilia,38.2243192,15.4423502,Strada Provinciale 52 di Calvaruso,,
2522761-viola-palace-hotel-000017,Viola Palace Hotel,hotel,4.0,2522761,Villafranca Tirrena,Sicilia,38.2439128,15.4490049,Via Antonello da Messina,,
2522767-b-b-gloria-000018,B&B Gloria,guest_house,,2522767,Villabate,Sicilia,38.0768933,13.4445317,Corso Vittorio Emanuele,,
2522776-hotel-diavin-000019,Hotel Diavin,hotel,,2522776,Vibo Valentia,Calabria,38.7110064,16.1028756,,,
2522776-hotel-il-terrazzino-000020,Hotel Il Terrazzino,hotel,,2522776,Vibo Valentia,Calabria,38.7112819,16.1024031,,,
2522819-b-b-gennarcu-000021,"B&B ""Gennarcu""",guest_house,,2522819,Ussassai,Sardegna,39.810866,9.3929736,Via Nazionale,,
2522833-appartamento-marini-000022,Appartamento Marini,guest_house,,2522833,Ugento,Puglia,39.8509725,18.1838981,Via Duca degli Abruzzi,,
2522847-arcadia-000023,Arcadia,guest_house,,2522847,Tropea,Calabria,38.6746069,15.899404,Via Carmine,,
2522847-hotel-colomba-doro-000024,Hotel Colomba d'Oro,hotel,,2522847,Tropea,Calabria,38.6751816,15.8960172,Via Vittorio Veneto,,
2522847-hotel-tirreno-000025,Hotel Tirreno,hotel,,2522847,Tropea,Calabria,38.6800883,15.916019,Via Cervo Sant'Antonio,,
2522847-hotel-virgilio-000026,Hotel Virgilio,hotel,,2522847,Tropea,Calabria,38.6746581,15.8962121,Viale Tondo,,
2522847-la-cycas-appartamenti-000027,La Cycas Appartamenti,apartment,,2522847,Tropea,Calabria,38.6758151,15.9011966,Via Carmine,,
2522847-la-perla-000028,La Perla,hotel,3.0,2522847,Tropea,Calabria,38.6747544,15.8945345,Viale Coniugi Crigna,,
2522847-solandra-b-b-000029,Solandra B&B,guest_house,,2522847,Tropea,Calabria,38.6761182,15.9015702,Contrada Micheliza,,
2522847-villa-antica-000030,Villa Antica,hotel,,2522847,Tropea,Calabria,38.6760519,15.8974116,Viale Stazione,,
2522847-villa-del-conte-000031,Villa del Conte,apartment,,2522847,Tropea,Calabria,38.6710047,15.906782,Contrada Rizzina,,
2522847-villa-vittoria-000032,Villa Vittoria,guest_house,,2522847,Tropea,Calabria,38.6757914,15.8963219,Via Vittoria,,
2522849-al-conte-ruggero-di-beatrice-manto-000033,Al Conte Ruggero di Beatrice Manto,guest_house,,2522849,Troina / Draginai,Sicilia,37.7845583,14.5996728,Via Conte Ruggero,,
2522849-b-b-al-centro-storico-000034,B&B Al Centro Storico,guest_house,,2522849,Troina / Draginai,Sicilia,37.7846253,14.6007907,Via Bracconieri Napoli,,
2522857-casa-vacanza-corte-giuggiola-000035,Casa Vacanza Corte Giuggiola,apartment,,2522857,Tricase,Puglia,39.9312124,18.3588175,Corte Giuggiola,,
2522857-hotel-vantaggiato-000036,Hotel Vantaggiato,hotel,,2522857,Tricase,Puglia,39.9300151,18.3593211,Via Domenico Caputo,,
2522870-agriturismo-sirimagus-000037,Agriturismo Sirimagus,motel,,2522870,Tratalias,Sardegna,39.1134703,8.5755229,Località Medadeddu,,
2522876-appartamenti-corollai-000038,Appartamenti Corollai,guest_house,,2522876,Trapani,Sicilia,38.0160268,12.5031988,Via Corollai,,
2522876-b-b-i-love-trapani-000039,B&B I love Trapani,guest_house,,2522876,Trapani,Sicilia,38.0171747,12.4999285,Via Carolina,,
2522876-b-b-il-cavaliere-000040,B&B Il Cavaliere,guest_house,,2522876,Trapani,Sicilia,38.0176593,12.5429157,Via Pompeo Zuccalà,,
2522876-casatrapani-000041,CasaTrapani,apartment,,2522876,Trapani,Sicilia,38.0208241,12.5278898,Via Livio Bassi,,
2522876-cassa-del-grillo-000042,Cassa del Grillo,apartment,,2522876,Trapani,Sicilia,38.0201619,12.5179201,Via Francesco Crispi,,
2522876-crystal-hotel-000043,Crystal Hotel,hotel,4.0,2522876,Trapani,Sicilia,38.0177472,12.5191967,Piazza Umberto I,,
2522876-dimora-botteghelle-000044,Dimora Botteghelle,guest_house,,2522876,Trapani,Sicilia,38.01642,12.5045183,Corso Vittorio Emanuele,,
2522876-hotel-moderno-000045,Hotel Moderno,hotel,,2522876,Trapani,Sicilia,38.0162475,12.5091478,Via Tenente Genovese,,
2522876-hotel-punta-tipa-000046,Hotel Punta Tipa,hotel,,2522876,Trapani,Sicilia,38.0293816,12.5279839,Lungomare Dante Alighieri,,
2522876-hotel-vittoria-000047,Hotel Vittoria,hotel,,2522876,Trapani,Sicilia,38.0194069,12.5176408,Via Francesco Crispi,,
2522876-la-tana-del-marinaio-000048,La tana del marinaio,apartment,,2522876,Trapani,Sicilia,38.0171483,12.5144281,Via Fontanieri,,
2522876-le-cupole-suites-apartments-000049,Le Cupole Suites & Apartments,apartment,,2522876,Trapani,Sicilia,38.0146392,12.5141396,Via Serraglio San Pietro,,
2522876-palazzo-gatto-art-hotel-spa-000050,Palazzo Gatto Art Hotel & Spa,hotel,,2522876,Trapani,Sicilia,38.0156194,12.5099266,Via della Cuba,,
2522876-salamureci-000051,Salamureci,guest_house,,2522876,Trapani,Sicilia,38.0168184,12.5024793,Piazza Generale Scio,,
2522876-vecchio-messina-000052,Vecchio Messina,guest_house,,2522876,Trapani,Sicilia,38.0160216,12.5064578,Corso Vittorio Emanuele,,
2522890-camping-village-orri-000053,Camping Village Orri,camp_site,,2522890,Tortolì,Sardegna,39.9067079,9.6807161,Via Tirreno,,
2522890-hotel-cala-moresca-000054,Hotel Cala Moresca,hotel,4.0,2522890,Tortolì,Sardegna,39.9335729,9.7112015,Via Capri,,
2522890-hotel-monte-turri-000055,Hotel Monte Turri,hotel,4.0,2522890,Tortolì,Sardegna,39.9320388,9.7111491,Via Faro Bellavista,,
2522890-hotel-orri-000056,Hotel Orri,hotel,4.0,2522890,Tortolì,Sardegna,39.9272246,9.6681207,Viale Monsignore Virgilio,,
2522890-il-leccio-000057,Il Leccio,guest_house,,2522890,Tortolì,Sardegna,39.9269083,9.6661222,Viale Monsignore Virgilio,,
2522890-la-perla-000058,La Perla,hotel,3.0,2522890,Tortolì,Sardegna,39.9298496,9.6994816,Viale Europa,,
2522890-vecchia-marina-000059,Vecchia Marina,hotel,3.0,2522890,Tortolì,Sardegna,39.9280396,9.701768,Via Praga,,
2522890-villa-peonia-000060,Villa Peonia,hotel,,2522890,Tortolì,Sardegna,39.9288319,9.6990365,Via Lugano,,
2522952-amantea-monument-000061,Amantea Monument,guest_house,,2522952,Terrasini,Sicilia,38.1483969,13.0777898,Via Carlo Alberto Dalla Chiesa,,
2522952-villa-serendipity-000062,Villa Serendipity,guest_house,,2522952,Terrasini,Sicilia,38.1488652,13.0733823,Via Renato Guttuso,,
2522958-bargilena-tour-000063,Bargilena Tour,guest_house,,2522958,Terralba,Sardegna,39.7207765,8.6303587,Via Severino Lai,,
2522958-bed-breakfast-casa-martis-000064,Bed&Breakfast Casa Martis,guest_house,,2522958,Terralba,Sardegna,39.718045,8.6406089,Via Roma,,
2522958-la-corte-di-lucina-000065,La corte di Lucina,hotel,,2522958,Terralba,Sardegna,39.7202999,8.6359086,Via Guido Baccelli,,
2522975-arco-dei-cappuccini-000066,Arco dei Cappuccini,guest_house,,2522975,Taormina,Sicilia,37.8549262,15.2876626,Via Giuseppe Verdi,,
2522975-ca-nova-000067,Ca' Nova,guest_house,,2522975,Taormina,Sicilia,37.8530713,15.287912,Via Naumachie,,
2522975-hostel-taormina-beach-homstel-000068,Hostel Taormina Beach - Homstel,hostel,,2522975,Taormina,Sicilia,37.8412678,15.2789046,Lungomare Regina Margherita,,
2522975-la-pomelia-b-b-sofia-000069,La Pomelia B&B Sofia,guest_house,,2522975,Taormina,Sicilia,37.825321,15.2490396,Via Arancio,,
2522975-taormina-bed-and-beercraft-000070,Taormina Bed and BeerCraft,guest_house,,2522975,Taormina,Sicilia,37.8524739,15.2808656,Via Cesare Ottaviano,,
2522975-valentina-bed-breakfast-000071,Valentina Bed & Breakfast,guest_house,,2522975,Taormina,Sicilia,37.854164,15.2886887,Corso Umberto I,,
2522975-villa-astoria-000072,Villa Astoria,hotel,,2522975,Taormina,Sicilia,37.8529243,15.2945003,Via Luigi Pirandello,,
2522997-hotel-citta-del-sole-000073,Hotel Città del sole,hotel,,2522997,Stilo,Calabria,38.4760599,16.4649578,Viale Roma,,
2523010-club-esse-sunbeach-000074,Club Esse Sunbeach,hotel,4.0,2523010,Squillace,Calabria,38.774874,16.56974,Via Lungomare Ulisse,,
2523023-torre-camigliati-000075,Torre Camigliati,guest_house,,2523023,Spezzano della Sila,Calabria,39.3415746,16.4680765,Via di Camigliati,,
2523044-casa-vacanze-000076,Casa Vacanze,guest_house,,2523044,Soverato Superiore,Calabria,38.6965913,16.5417494,Via della Galleria,,
2523114-b-b-gelsomina-000077,B&B Gelsomina,guest_house,,2523114,Siddi,Sardegna,39.6737458,8.8865636,Via Regina Margherita,,
2523166-bed-and-breakfast-efis-000078,Bed and Breakfast Efis,guest_house,,2523166,Selargius,Sardegna,39.2573655,9.1657437,Via Crimea,,
2523185-porta-soprana-000079,Porta Soprana,guest_house,,2523185,Sclafani Bagni,Sicilia,37.8211843,13.855509,Via Sciarrino,+39 327 464 3061,
2523187-casa-il-soffio-di-eolo-000080,Casa Il Soffio di Eolo,guest_house,,2523187,Scilla,Calabria,38.2552073,15.7161032,Via Grotte,,
2523187-casa-vacanza-raggio-di-sole-000081,Casa vacanza raggio di sole,apartment,,2523187,Scilla,Calabria,38.2544322,15.7163968,Via Zagari I vico,,
2523187-hotel-scilla-000082,Hotel Scilla,hotel,3.0,2523187,Scilla,Calabria,38.2523496,15.7201105,Via Parco,,
2523187-sunshine-000083,Sunshine,guest_house,,2523187,Scilla,Calabria,38.2544699,15.7152404,Via Giuseppe Garibaldi,,
2523194-b-b-relais-garibaldi-000084,B&B Relais Garibaldi,guest_house,,2523194,Sciacca,Sicilia,37.5075062,13.0819908,Via Garibaldi,,
2523194-olivella-b-b-000085,Olivella B&B,guest_house,,2523194,Sciacca,Sicilia,37.5110743,13.0831016,Via Olivelia,,
2523207-albergo-continental-000086,Albergo Continental,hotel,,2523207,Scalea,Calabria,39.8084757,15.8005254,Viale Primo Maggio,,
